,gene_id,gene_name,gene_ontology
1746,sll1159,sll1159,cytoplasm
1747,sll1165,mutS,cytosol
1748,sll1165,mutS,mismatched DNA binding
1749,sll1165,mutS,mismatch repair
1753,sll0837,sll0837,receptor-mediated virion attachment to host cell
1754,sll0837,sll0837,cell outer membrane
1755,sll0838,pyrF,cytosol
1756,sll0838,pyrF,'de novo' pyrimidine nucleobase biosynthetic process
1757,sll0838,pyrF,orotidine-5'-phosphate decarboxylase activity
1758,slr0864,slr0864,ATP binding
1759,sll0844,mnmA,tRNA wobble position uridine thiolation
1760,slr0863,slr0863,cytosol
1765,slr0853,rimI,N-terminal peptidyl-alanine acetylation
1766,slr0853,rimI,peptide-alanine-alpha-N-acetyltransferase activity
1772,slr1740,slr1740,peptide transmembrane transporter activity
1773,slr1740,slr1740,outer membrane-bounded periplasmic space
1774,slr1740,slr1740,peptide transport
1775,slr1738,slr1738,zinc ion binding
1776,slr1738,slr1738,transcription cis-regulatory region binding
1777,slr1738,slr1738,DNA-binding transcription factor activity
1778,slr1738,slr1738,negative regulation of DNA-templated transcription
1779,slr1738,slr1738,regulation of secondary metabolite biosynthetic process
1780,sll1621,sll1621,cell redox homeostasis
1781,sll1621,sll1621,cytoplasm
1782,sll1621,sll1621,thioredoxin peroxidase activity
1783,sll1621,sll1621,hydrogen peroxide catabolic process
1784,sll1621,sll1621,cellular response to oxidative stress
1785,slr1736,slr1736,menaquinone biosynthetic process
1786,slr1736,slr1736,"ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
1787,slr1736,slr1736,vitamin K biosynthetic process
1788,slr1736,slr1736,prenyltransferase activity
1789,sll1628,sll1628,receptor-mediated virion attachment to host cell
1790,sll1628,sll1628,cell outer membrane
1791,sll1687,sll1687,cell adhesion involved in single-species biofilm formation
1792,sll1687,sll1687,negative regulation of bacterial-type flagellum-dependent cell motility
1793,sll1687,sll1687,diguanylate cyclase activity
1794,sll1687,sll1687,plasma membrane
1795,slr1820,slr1820,plasma membrane
1796,slr1820,slr1820,response to iron(III) ion
1797,slr1820,slr1820,lipopolysaccharide biosynthetic process
1798,slr1820,slr1820,pentosyltransferase activity
1799,sll1693,sll1693,methyltransferase activity
1800,sll1263,sll1263,zinc efflux active transmembrane transporter activity
1801,sll1263,sll1263,ferrous iron transmembrane transporter activity
1802,sll1263,sll1263,intracellular iron ion homeostasis
1803,sll1263,sll1263,intracellular zinc ion homeostasis
1804,sll1263,sll1263,plasma membrane
1805,sll1263,sll1263,cadmium ion transmembrane transporter activity
1806,sll0804,sll0804,cytoplasm
1807,sll0804,sll0804,tRNA methylation
1808,sll0804,sll0804,tRNA wobble uridine modification
1809,slr0822,slr0822,monoatomic ion transmembrane transport
1810,slr0822,slr0822,P-type ion transporter activity
1811,sll0815,sll0815,plasma membrane
1812,sll0818,rsmI,uroporphyrin-III C-methyltransferase activity
1813,sll0818,rsmI,siroheme biosynthetic process
1814,slr0806,slr0806,D-lactate dehydrogenase (cytochrome) activity
1815,slr0806,slr0806,flavin adenine dinucleotide binding
1816,slr0806,slr0806,D-lactate dehydrogenase activity
1817,slr0806,slr0806,lactate catabolic process
1818,slr1334,slr1334,cytosol
1819,slr1334,slr1334,phosphoglucomutase activity
1820,slr1334,slr1334,carbohydrate metabolic process
1821,sll1069,fabF,fatty acid biosynthetic process
1822,sll1069,fabF,3-oxoacyl-[acyl-carrier-protein] synthase activity
1823,sll1229,sll1229,phosphorelay sensor kinase activity
1826,sll1234,ahcY,cytosol
1827,sll1234,ahcY,adenosylhomocysteinase activity
1828,sll1234,ahcY,S-adenosylmethionine cycle
1831,slr6043,slr6043,plasma membrane
1832,slr6043,slr6043,xenobiotic transmembrane transporter activity
1834,slr0523,bioD,biotin biosynthetic process
1835,slr0523,bioD,cytosol
1836,slr0523,bioD,dethiobiotin synthase activity
1842,slr0521,slr0521,transmembrane transport
1843,slr0521,slr0521,transmembrane transporter activity
1844,slr0517,slr0517,"acyltransferase activity, transferring groups other than amino-acyl groups"
1846,sll0477,sll0477,protein import
1847,slr0509,slr0509,plasma membrane
1848,slr0502,cobW,cytoplasm
1849,sll0484,sll0484,plasma membrane
1850,sll0484,sll0484,transmembrane transporter activity
1851,sll0484,sll0484,transmembrane transport
1852,sll0487,sll0487,methyltransferase activity
1853,slr0096,slr0096,succinate transmembrane transport
1854,slr0096,slr0096,succinate transmembrane transporter activity
1855,slr0096,slr0096,fumarate transmembrane transporter activity
1856,slr0096,slr0096,L-aspartate transmembrane transporter activity
1857,slr0096,slr0096,fumarate transport
1858,slr0095,slr0095,S-adenosylmethionine-dependent methyltransferase activity
1859,slr0091,slr0091,aldehyde dehydrogenase (NAD+) activity
1860,slr0091,slr0091,cytoplasm
1861,slr0091,slr0091,cellular aldehyde metabolic process
1864,slr0086,slr0086,heat shock protein binding
1865,slr0086,slr0086,protein refolding
1866,slr0086,slr0086,cytosol
1867,slr0086,slr0086,ATP hydrolysis activity
1868,slr0086,slr0086,chaperone cofactor-dependent protein refolding
1869,slr0086,slr0086,protein folding chaperone
1870,sll0078,thrS,threonine-tRNA ligase activity
1871,sll0078,thrS,threonyl-tRNA aminoacylation
1872,slr0084,hisH,imidazoleglycerol-phosphate synthase activity
1878,slr0082,rimO,tRNA methylthiolation
1879,slr0082,rimO,"4 iron, 4 sulfur cluster binding"
1880,slr0082,rimO,N6-isopentenyladenosine methylthiotransferase activity
1881,slr0082,rimO,cytosol
1882,slr0081,slr0081,cytosol
1883,slr0081,slr0081,regulation of DNA-templated transcription
1884,slr0081,slr0081,phosphorelay response regulator activity
1885,slr0081,slr0081,protein-DNA complex
1886,slr0081,slr0081,transcription cis-regulatory region binding
1889,slr0500,hisB,dephosphorylation
1890,slr0500,hisB,cytosol
1891,slr0500,hisB,DNA repair
1892,slr0500,hisB,phosphoglycolate phosphatase activity
1893,sll0086,sll0086,ATP hydrolysis activity
1894,slr0072,rsmG,rRNA (guanine-N7-)-methyltransferase activity
1895,slr0072,rsmG,cytosol
1896,slr0212,metH,methionine synthase activity
1897,slr0212,metH,methionine biosynthetic process
1898,slr0212,metH,homocysteine metabolic process
1899,slr0212,metH,tetrahydrofolate metabolic process
1900,slr0212,metH,cytosol
1901,sll0179,gltX,cytosol
1902,sll0179,gltX,glutamyl-tRNA aminoacylation
1903,sll0179,gltX,glutamate-tRNA ligase activity
1904,slr0204,slr0204,acyl-CoA hydrolase activity
1905,sll0180,sll0180,efflux pump complex
1906,sll0180,sll0180,efflux transmembrane transporter activity
1907,slr0197,slr0197,"RNA endonuclease activity, producing 5'-phosphomonoesters"
1908,slr0194,rpiA,"pentose-phosphate shunt, non-oxidative branch"
1909,slr0194,rpiA,ribose-5-phosphate isomerase activity
1910,slr0194,rpiA,D-ribose metabolic process
1911,slr0194,rpiA,cytosol
1912,slr0426,folE,GTP binding
1913,slr0426,folE,cytoplasm
1914,slr0426,folE,GTP cyclohydrolase I activity
1915,slr0426,folE,tetrahydrobiopterin biosynthetic process
1916,slr0426,folE,zinc ion binding
1917,sll0370,carB,cytoplasm
1918,sll0370,carB,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
1919,sll0370,carB,glutamine metabolic process
1922,sll0377,mfd,RNA polymerase core enzyme binding
1923,sll0377,mfd,DNA translocase activity
1924,sll0377,mfd,regulation of DNA-templated transcription
1925,sll0377,mfd,DNA binding
1926,sll0377,mfd,"transcription-coupled nucleotide-excision repair, DNA damage recognition"
1927,sll0378,cobA,uroporphyrin-III C-methyltransferase activity
1928,sll0378,cobA,siroheme biosynthetic process
1931,sll0385,sll0385,ATP-binding cassette (ABC) transporter complex
1932,sll0385,sll0385,ATP binding
1933,sll0385,sll0385,ATPase-coupled transmembrane transporter activity
1934,slr0417,gyrA,cytoplasm
1935,slr0417,gyrA,DNA binding
1936,slr0417,gyrA,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
1937,slr0417,gyrA,ATP binding
1938,slr0417,gyrA,DNA topological change
1939,slr0417,gyrA,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
1940,sll0395,sll0395,phosphatase activity
1941,sll0395,sll0395,cytoplasm
1942,sll0396,sll0396,transcription cis-regulatory region binding
1943,sll0396,sll0396,regulation of DNA-templated transcription
1944,sll0396,sll0396,cytosol
1945,sll0396,sll0396,protein-DNA complex
1946,sll0396,sll0396,phosphorelay response regulator activity
1947,sll0398,sll0398,dGTP catabolic process
1948,sll0398,sll0398,dGTPase activity
1949,slr0649,metG,methionyl-tRNA aminoacylation
1950,slr0649,metG,methionine-tRNA ligase activity
1951,slr0646,dacB,serine-type carboxypeptidase activity
1952,slr0646,dacB,peptidoglycan metabolic process
1953,slr0636,cobS,adenosylcobinamide-GDP ribazoletransferase activity
1954,slr0636,cobS,cobalamin biosynthetic process
1955,slr0635,slr0635,iron-sulfur cluster assembly
1956,slr0231,slr0231,DNA-7-methylguanine glycosylase activity
1957,slr0231,slr0231,cytoplasm
1958,slr0231,slr0231,DNA-3-methyladenine glycosylase activity
1959,slr0231,slr0231,protein-DNA complex
1960,slr0231,slr0231,"base-excision repair, AP site formation"
1961,slr0231,slr0231,DNA dealkylation involved in DNA repair
1962,slr0231,slr0231,alkylated DNA binding
1963,slr0228,ftsH2,proteolysis
1964,slr0228,ftsH2,ATP-dependent peptidase activity
1965,sll0202,mnmG,flavin adenine dinucleotide binding
1966,sll0202,mnmG,tRNA wobble uridine modification
1967,sll0202,mnmG,tRNA methylation
1968,sll0204,trmFO,tRNA methylation
1969,sll0204,trmFO,cytosol
1970,sll0204,trmFO,flavin adenine dinucleotide binding
1971,sll0204,trmFO,tRNA wobble uridine modification
1972,slr0216,cobU,cobalamin biosynthetic process
1977,slr0020,recG,DNA repair
1978,slr0020,recG,DNA helicase activity
1979,slr0018,fumC,fumarate hydratase activity
1980,slr0018,fumC,tricarboxylic acid cycle
1981,slr0018,fumC,fumarate metabolic process
1982,slr0018,fumC,malate metabolic process
1986,slr0006,slr0006,nucleotidyltransferase activity
1987,slr0006,slr0006,cytoplasm
1988,slr0006,slr0006,tRNA binding
1989,slr0006,slr0006,regulation of translational fidelity
1992,sll0019,dxr,manganese ion binding
1993,sll0019,dxr,NADPH binding
1994,sll0019,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
1995,sll0019,dxr,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process"
2000,slr0001,slr0001,riboflavin reductase (NADPH) activity
2001,sll0023,sll0023,ligase activity
2002,slr0357,hisS,histidyl-tRNA aminoacylation
2003,slr0357,hisS,histidine-tRNA ligase activity
2004,slr0354,slr0354,ATP binding
2005,slr0354,slr0354,ATP-binding cassette (ABC) transporter complex
2006,slr0354,slr0354,ATPase-coupled transmembrane transporter activity
2007,slr0347,slr0347,transmembrane transporter activity
2008,slr0347,slr0347,transmembrane transport
2009,slr0347,slr0347,plasma membrane
2010,sll0321,sll0321,oxidoreductase activity
2011,sll0321,sll0321,cytoplasm
2016,slr0341,slr0341,outer membrane-bounded periplasmic space
2017,slr0784,slr0784,transmembrane transport
2018,sll0753,folD,tetrahydrofolate interconversion
2019,sll0753,folD,cytosol
2020,sll0753,folD,methylenetetrahydrofolate dehydrogenase (NADP+) activity
2021,sll0753,folD,methenyltetrahydrofolate cyclohydrolase activity
2022,sll0754,rbfA,cytosol
2023,sll0754,rbfA,ribosome biogenesis
2024,sll0754,rbfA,ribosomal small subunit binding
2025,sll0755,sll0755,cell redox homeostasis
2026,sll0755,sll0755,cytoplasm
2027,sll0755,sll0755,thioredoxin peroxidase activity
2028,sll0755,sll0755,cellular response to oxidative stress
2029,sll0757,purF,fructose 6-phosphate metabolic process
2030,sll0757,purF,protein N-linked glycosylation
2031,sll0757,purF,cytosol
2032,sll0757,purF,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
2033,sll0757,purF,UDP-N-acetylglucosamine metabolic process
2035,slr0775,secF,protein transport
2036,slr0774,secD,protein transport
2037,slr0773,slr0773,potassium ion transport
2038,slr0769,slr0769,peptidoglycan-protein cross-linking
2039,slr0769,slr0769,"peptidoglycan L,D-transpeptidase activity"
2040,slr0384,slr0384,glycosyltransferase activity
2041,slr0886,fabG,oxidoreductase activity
2042,slr0381,gloA,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
2043,slr0381,gloA,cytoplasm
2044,slr0381,gloA,lactoylglutathione lyase activity
2045,slr0379,tmk,dUDP biosynthetic process
2046,slr0379,tmk,cytosol
2047,slr0379,tmk,cytoplasm
2048,slr0379,tmk,dTTP biosynthetic process
2049,slr0379,tmk,dTDP biosynthetic process
2050,slr0379,tmk,uridylate kinase activity
2051,slr0379,tmk,thymidylate kinase activity
2057,slr0369,slr0369,xenobiotic transmembrane transporter activity
2058,slr0369,slr0369,plasma membrane
2059,sll0350,sll0350,cell outer membrane
2060,slr0362,slr0362,phosphatase activity
2061,slr0185,pyrE,UMP biosynthetic process
2062,slr0185,pyrE,pyrimidine nucleobase biosynthetic process
2063,slr0185,pyrE,orotate phosphoribosyltransferase activity
2064,slr0181,recO,bacterial nucleoid
2065,slr0181,recO,double-strand break repair
2068,sll0169,sll0169,chloroplast fission
2069,sll0177,sll0177,DNA recombination
2070,sll0177,sll0177,DNA strand exchange activity
2071,sll0295,sll0295,phosphoglycolate phosphatase activity
2072,sll0295,sll0295,DNA repair
2073,sll0295,sll0295,cytosol
2074,sll0295,sll0295,dephosphorylation
2075,slr0328,slr0328,protein tyrosine phosphatase activity
2081,slr0321,era,rRNA binding
2082,slr0321,era,ribosomal small subunit binding
2083,slr0321,era,cytosol
2084,slr0321,era,ribosomal small subunit assembly
2085,slr0557,valS,isoleucyl-tRNA aminoacylation
2086,slr0557,valS,isoleucine-tRNA ligase activity
2087,slr0557,valS,cytosol
2088,ssl1004,ssl1004,toxin sequestering activity
2089,slr0553,coaE,coenzyme A biosynthetic process
2090,slr0553,coaE,dephospho-CoA kinase activity
2091,slr0550,dapA,4-hydroxy-tetrahydrodipicolinate synthase activity
2092,slr0550,dapA,cytosol
2093,sll0533,tig,protein folding chaperone
2094,sll0533,tig,chaperone-mediated protein folding
2095,sll0533,tig,peptidyl-prolyl cis-trans isomerase activity
2096,sll0533,tig,'de novo' cotranslational protein folding
2097,sll0533,tig,protein unfolding
2098,sll0533,tig,ribosome binding
2099,sll0535,clpX,HslUV protease complex
2100,sll0535,clpX,ATP binding
2101,sll0535,clpX,cell division
2102,sll0535,clpX,proteolysis involved in protein catabolic process
2103,sll0535,clpX,ATP hydrolysis activity
2104,slr0546,trpC,indole-3-glycerol-phosphate synthase activity
2105,slr0546,trpC,phosphoribosylanthranilate isomerase activity
2106,slr0546,trpC,tryptophan biosynthetic process
2114,sll0900,hisG,histidine biosynthetic process
2115,sll0900,hisG,ATP phosphoribosyltransferase activity
2116,slr0929,slr0929,cytoplasmic side of plasma membrane
2117,slr0929,slr0929,ATP hydrolysis activity
2118,slr0929,slr0929,cytosol
2119,slr0929,slr0929,negative regulation of cell division
2120,slr0929,slr0929,ATP binding
2126,sll0902,argF,arginine biosynthetic process via ornithine
2127,sll0902,argF,ornithine carbamoyltransferase activity
2128,sll0902,argF,citrulline biosynthetic process
2129,sll0496,sll0496,ATP-binding cassette (ABC) transporter complex
2130,sll0496,sll0496,lipopolysaccharide transport
2131,slr0545,slr0545,aldo-keto reductase (NADP) activity
2132,slr0545,slr0545,cytoplasm
2133,sll0497,sll0497,division septum site selection
2134,sll0497,sll0497,regulation of division septum assembly
2135,sll0497,sll0497,plasma membrane
2136,slr0544,slr0544,transmembrane transport
2137,slr0544,slr0544,plasma membrane
2138,slr0544,slr0544,transmembrane transporter activity
2139,slr0541,slr0541,cytosol
2141,sll0502,argS,arginine-tRNA ligase activity
2142,sll0502,argS,arginyl-tRNA aminoacylation
2143,sll0503,sll0503,tRNA methylation
2144,sll0503,sll0503,tRNA wobble uridine modification
2145,sll0503,sll0503,cytoplasm
2146,sll0504,lysA,diaminopimelate decarboxylase activity
2147,sll0504,lysA,lysine biosynthetic process via diaminopimelate
2149,sll0506,uppS,polyprenyltransferase activity
2150,sll0506,uppS,polyprenol biosynthetic process
2151,slr0533,slr0533,phosphorelay signal transduction system
2152,slr0533,slr0533,plasma membrane
2153,sll0513,sll0513,farnesyl-diphosphate farnesyltransferase activity
2154,sll0513,sll0513,farnesyl diphosphate metabolic process
2155,sll0513,sll0513,squalene synthase activity
2156,sll0514,sll0514,RNA endonuclease activity
2157,slr0527,queC,queuosine biosynthetic process
2169,sll0030,cmpR,transcription cis-regulatory region binding
2170,sll0030,cmpR,regulation of DNA-templated transcription
2171,slr0039,slr0039,dethiobiotin synthase activity
2172,slr0039,slr0039,biotin biosynthetic process
2173,slr0039,slr0039,cytosol
2177,slr0033,gatC,glutaminyl-tRNAGln biosynthesis via transamidation
2178,slr0033,gatC,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
2179,sll0040,sll0040,chemotaxis
2180,sll0040,sll0040,cytosol
2181,slr0846,slr0846,DNA-binding transcription factor activity
2182,slr0846,slr0846,cytosol
2183,slr0846,slr0846,regulation of DNA-templated transcription
2184,sll0822,sll0822,DNA-binding transcription repressor activity
2185,sll0822,sll0822,transcription cis-regulatory region binding
2186,sll0822,sll0822,protein-DNA complex
2187,sll0823,sdhB,respiratory electron transport chain
2188,sll0823,sdhB,aerobic respiration
2191,sll0829,sll0829,methyltransferase activity
2192,slr0838,purM,cytosol
2193,slr0838,purM,phosphoribosylamine-glycine ligase activity
2194,slr0838,purM,adenine biosynthetic process
2195,slr0838,purM,phosphoribosylformylglycinamidine cyclo-ligase activity
2196,slr0838,purM,purine nucleotide biosynthetic process
2197,sll0830,sll0830,ribosome disassembly
2198,slr0836,rfbB,"dTDP-glucose 4,6-dehydratase activity"
2207,slr0829,slr0829,negative regulation of bacterial-type flagellum-dependent cell motility
2208,slr0829,slr0829,plasma membrane
2209,slr0829,slr0829,diguanylate cyclase activity
2210,slr0829,slr0829,cell adhesion involved in single-species biofilm formation
2216,sll0546,sll0546,formation of translation preinitiation complex
2217,sll0546,sll0546,mRNA binding
2218,sll0546,sll0546,translation reinitiation
2219,sll0547,sll0547,ATP hydrolysis activity
2220,sll0547,sll0547,plasma membrane
2221,sll0549,sll0549,5'-3' RNA exonuclease activity
2222,sll0549,sll0549,5'-3' DNA exonuclease activity
2223,sll0891,mdh,L-malate dehydrogenase activity
2224,sll0891,mdh,cytoplasm
2229,slr0903,slr0903,cytosol
2231,slr0901,moaA,"GTP 3',8'-cyclase activity"
2232,slr0901,moaA,cyclic pyranopterin monophosphate synthase activity
2233,slr0901,moaA,Mo-molybdopterin cofactor biosynthetic process
2240,slr0895,slr0895,regulation of DNA-templated transcription
2241,slr0895,slr0895,DNA-binding transcription factor activity
2242,slr0895,slr0895,transcription cis-regulatory region binding
2243,sll0886,sll0886,cell outer membrane
2244,sll0886,sll0886,receptor-mediated virion attachment to host cell
2245,sll0887,sll0887,cytosol
2246,slr0861,purT,cytosol
2256,sll0687,sll0687,regulation of DNA-templated transcription
2257,sll0688,sll0688,sigma factor antagonist activity
2258,sll0688,sll0688,regulation of translation
2259,sll0454,pheS,cytoplasm
2260,sll0454,pheS,phenylalanine-tRNA ligase activity
2261,sll0454,pheS,phenylalanyl-tRNA aminoacylation
2262,slr0495,slr0495,holo-[acyl-carrier-protein] synthase activity
2263,slr0495,slr0495,lysine biosynthetic process via aminoadipic acid
2264,slr0495,slr0495,cytosol
2267,slr0482,slr0482,methyltransferase activity
2268,slr0477,purN,'de novo' IMP biosynthetic process
2269,slr0477,purN,phosphoribosylglycinamide formyltransferase activity
2270,slr0477,purN,cytoplasm
2271,slr0477,purN,cytosol
2273,sll0462,sll0462,transmembrane transport
2274,slr0070,fmt,phosphoribosylglycinamide formyltransferase activity
2275,slr0070,fmt,cytosol
2276,slr0070,fmt,cytoplasm
2277,slr0070,fmt,'de novo' IMP biosynthetic process
2278,sll0051,sll0051,purine nucleoside catabolic process
2279,sll0051,sll0051,guanosine deaminase activity
2280,slr0064,slr0064,tRNA methylation
2281,slr0064,slr0064,tRNA (guanine) methyltransferase activity
2288,sll0060,sll0060,transmembrane transport
2289,sll0063,sll0063,transmembrane transport
2290,sll0064,sll0064,outer membrane-bounded periplasmic space
2291,slr0056,chlG,vitamin K biosynthetic process
2292,slr0056,chlG,prenyltransferase activity
2293,slr0056,chlG,menaquinone biosynthetic process
2294,slr0056,chlG,"ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
2304,sll0068,sll0068,oxidoreductase activity
2307,slr0434,efp,translation elongation factor activity
2308,slr0434,efp,cytoplasm
2309,sll0410,sll0410,acyl-CoA hydrolase activity
2310,slr0431,slr0431,DNA damage response
2311,sll1091,chlP,monooxygenase activity
2319,slr1469,rnpA,ribonuclease P activity
2320,slr1469,rnpA,3'-tRNA processing endoribonuclease activity
2321,slr1469,rnpA,"tRNA 3'-trailer cleavage, endonucleolytic"
2322,slr1469,rnpA,ribonuclease P complex
2326,slr0958,cysS,methionine-tRNA ligase activity
2327,slr0958,cysS,methionyl-tRNA aminoacylation
2330,slr0951,ispD,cytosol
2331,slr0951,ispD,cytidylyltransferase activity
2332,sll0910,sll0910,cell outer membrane
2333,sll0910,sll0910,receptor-mediated virion attachment to host cell
2334,slr0945,arsH,cytosol
2335,slr0945,arsH,FMN binding
2342,slr0942,slr0942,cytosol
2343,slr0942,slr0942,alditol:NADP+ 1-oxidoreductase activity
2345,slr0936,nadC,NAD biosynthetic process
2346,slr0936,nadC,nicotinate-nucleotide diphosphorylase (carboxylating) activity
2347,slr0936,nadC,cytoplasm
2348,slr0936,nadC,quinolinate catabolic process
2349,slr0935,slr0935,plasma membrane
2350,sll0920,ppc,phosphoenolpyruvate carboxylase activity
2351,sll0920,ppc,cytosol
2357,sll1555,sll1555,phosphorelay sensor kinase activity
2362,slr1687,slr1687,oxidoreductase activity
2363,sll1559,sll1559,"glycine biosynthetic process, by transamination of glyoxylate"
2364,sll1559,sll1559,serine-pyruvate transaminase activity
2365,sll1559,sll1559,peroxisome
2366,sll1559,sll1559,alanine-glyoxylate transaminase activity
2367,ssr2799,rpmA,structural constituent of ribosome
2368,ssr2799,rpmA,cytosolic large ribosomal subunit
2369,slr1678,rplU,structural constituent of ribosome
2373,sll1085,glpD,glycerol-3-phosphate dehydrogenase (quinone) activity
2374,sll1085,glpD,glycerol-3-phosphate catabolic process
2375,sll1087,sll1087,sodium ion transport
2376,sll1087,sll1087,symporter activity
2378,slr1166,slr1166,glycosyltransferase activity
2383,slr1163,slr1163,carbohydrate transport
2384,sll1096,rpsL,ribosome
2385,sll1096,rpsL,structural constituent of ribosome
2386,sll1096,rpsL,translation
2387,sll1099,tuf,translational elongation
2388,sll1099,tuf,translation elongation factor activity
2389,sll1101,rpsJ,structural constituent of ribosome
2390,sll1101,rpsJ,small ribosomal subunit
2392,sll1432,hypB,GTPase activity
2393,sll1432,hypB,protein maturation
2394,sll1432,hypB,zinc ion binding
2395,sll1432,hypB,nickel cation binding
2400,sll1443,pyrG,CTP biosynthetic process
2401,sll1443,pyrG,identical protein binding
2402,sll1443,pyrG,CTP synthase activity
2403,sll1443,pyrG,pyrimidine nucleobase biosynthetic process
2404,sll1443,pyrG,cytosol
2405,sll1166,sll1166,transmembrane transport
2406,sll1172,thrC,cytoplasm
2407,sll1172,thrC,threonine synthase activity
2408,sll1172,thrC,cysteine biosynthetic process
2412,slr1270,slr1270,efflux pump complex
2413,slr1270,slr1270,efflux transmembrane transporter activity
2414,slr1270,slr1270,porin activity
2421,sll1374,sll1374,transporter activity
2422,sll1374,sll1374,organic substance transport
2423,sll1377,sll1377,hexosyltransferase activity
2424,sll1377,sll1377,plasma membrane
2428,sll1386,sll1386,type II protein secretion system complex
2429,sll1386,sll1386,protein secretion by the type II secretion system
2430,sll1868,dnaG,cytoplasm
2431,sll1868,dnaG,"DNA replication, synthesis of RNA primer"
2432,sll1868,dnaG,DNA primase activity
2440,sll1876,hemN,protoporphyrinogen IX biosynthetic process
2441,sll1876,hemN,"4 iron, 4 sulfur cluster binding"
2442,sll1876,hemN,cytoplasm
2443,sll1876,hemN,coproporphyrinogen dehydrogenase activity
2444,slr1978,slr1978,plasma membrane
2445,sll1882,sll1882,receptor-mediated virion attachment to host cell
2446,sll1882,sll1882,cell outer membrane
2447,sll1883,argJ,ornithine biosynthetic process
2448,sll1883,argJ,acetyl-CoA:L-glutamate N-acetyltransferase activity
2449,slr1959,slr1959,DNA replication proofreading
2450,slr1959,slr1959,3'-5' exonuclease activity
2451,slr1959,slr1959,cytosol
2455,slr1348,cysE,serine O-acetyltransferase activity
2456,slr1348,cysE,cytosol
2457,sll1251,sll1251,receptor-mediated virion attachment to host cell
2458,sll1251,sll1251,cell outer membrane
2459,slr1344,slr1344,phospholipid transport
2460,slr1344,slr1344,plasma membrane
2461,slr1344,slr1344,phospholipid transporter activity
2462,sll1254,sll1254,plasma membrane
2463,slr1340,slr1340,"acyltransferase activity, transferring groups other than amino-acyl groups"
2466,sll1260,rpsB,cytosolic small ribosomal subunit
2467,sll1260,rpsB,structural constituent of ribosome
2468,sll1747,aroC,chorismate synthase activity
2469,sll1747,aroC,cytosol
2470,sll1747,aroC,aromatic amino acid family biosynthetic process
2471,sll1747,aroC,FMN binding
2472,sll1747,aroC,chorismate biosynthetic process
2473,sll1479,pgl,cytosol
2474,sll1479,pgl,"pentose-phosphate shunt, oxidative branch"
2475,sll1479,pgl,6-phosphogluconolactonase activity
2476,sll1481,sll1481,efflux transmembrane transporter activity
2477,sll1481,sll1481,efflux pump complex
2479,sll1488,sll1488,metalloendopeptidase activity
2480,slr1565,slr1565,cytoplasm
2481,slr1565,slr1565,protein maturation by iron-sulfur cluster transfer
2482,slr1565,slr1565,iron-sulfur cluster assembly
2483,slr1565,slr1565,"2 iron, 2 sulfur cluster binding"
2497,sll1496,sll1496,cytoplasm
2498,sll1496,sll1496,nucleotidyltransferase activity
2499,sll1498,carA,cytoplasm
2500,sll1498,carA,carbamoyl-phosphate synthase complex
2501,sll1498,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
2502,sll1498,carA,arginine biosynthetic process
2503,slr0665,acnB,aconitate hydratase activity
2504,slr0665,acnB,2-methylisocitrate dehydratase activity
2505,slr0665,acnB,cytosol
2506,slr0665,acnB,tricarboxylic acid cycle
2507,slr0665,acnB,"propionate catabolic process, 2-methylcitrate cycle"
2508,slr0665,acnB,"4 iron, 4 sulfur cluster binding"
2509,sll0622,nadA,'de novo' NAD biosynthetic process from aspartate
2510,sll0622,nadA,"4 iron, 4 sulfur cluster binding"
2511,sll0622,nadA,cytosol
2512,sll0622,nadA,quinolinate synthetase A activity
2513,slr0661,proC,L-proline biosynthetic process
2514,slr0661,proC,pyrroline-5-carboxylate reductase activity
2522,slr0652,hisA,histidine biosynthetic process
2523,slr0652,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
2524,slr0652,hisA,tryptophan biosynthetic process
2525,slr0652,hisA,cytoplasm
2526,sll1365,sll1365,phosphatase activity
2527,sll1366,sll1366,"ATP-dependent activity, acting on DNA"
2528,sll1366,sll1366,DNA binding
2529,sll1329,sll1329,histidine biosynthetic process
2530,sll1329,sll1329,phosphoric ester hydrolase activity
2531,slr1428,slr1428,cytosol
2532,slr1428,slr1428,tRNA wobble uridine modification
2533,slr1428,slr1428,cytoplasm
2534,slr1428,slr1428,tRNA methylation
2535,slr1424,murB,flavin adenine dinucleotide binding
2536,slr1424,murB,UDP-N-acetylmuramate dehydrogenase activity
2537,slr1424,murB,cytosol
2538,slr1424,murB,cell wall organization
